2199027469241|photo2199027469241.jpg|1347529928429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469242|photo2199027469242.jpg|1347529929429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469243|photo2199027469243.jpg|1347529930429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469244|photo2199027469244.jpg|1347529931429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469245|photo2199027469245.jpg|1347529932429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469246|photo2199027469246.jpg|1347529933429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469247|photo2199027469247.jpg|1347529934429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469248|photo2199027469248.jpg|1347529935429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027469249|photo2199027469249.jpg|1347529936429|31.7.139.198|Chrome|||0|10995116279452|2199023318188|80|
2199027840481||1347529980246|167.252.223.189|Internet Explorer|uz|About Kaia Kanepi, . 16 reached on 14 February 2011. Kanepi won her first Sony Erics|84|32985348836005|2061584374522|61|558
2199027946436|photo2199027946436.jpg|1347530154528|49.50.11.180|Firefox|||0|26388279068477|2199023330942|51|
2199027946437|photo2199027946437.jpg|1347530155528|49.50.11.180|Firefox|||0|26388279068477|2199023330942|51|
2199027946438|photo2199027946438.jpg|1347530156528|49.50.11.180|Firefox|||0|26388279068477|2199023330942|51|
2199027946439|photo2199027946439.jpg|1347530157528|49.50.11.180|Firefox|||0|26388279068477|2199023330942|51|
2199027946440|photo2199027946440.jpg|1347530158528|49.50.11.180|Firefox|||0|26388279068477|2199023330942|51|
2199027573256||1347530246488|148.236.34.201|Firefox|tk|About Mick Jagger, r, best known as the lead vocalist and a founder member of The Rolling Stones. Jagger+s career has spann|123|17592186054214|274877972518|53|2002
2199027608845||1347530509478|24.72.219.147|Firefox|tk|About Napoleon,  used date, as this was when a renewed declaration of war between Britain and France (resulting from the collapse of the Treaty of Amiens), ended the only period |178|30786325588716|1924145415172|57|565
2199029755196||1347530510973|195.22.231.13|Chrome|tk|About Augustine of Hippo, and theology, accommodating a variety of methods and different perspectives. He bel|109|8796093023919|549755911244|86|6
2199023705378||1347530517906|31.200.222.105|Firefox|tk|About Che Guevara, l of rebellion and global insignia within popAbout John Locke, ublica|88|32985348840974|2061584314652|56|9;2048
2199027551588||1347530725955|31.134.49.206|Internet Explorer|tk|About Ingrid van Houten-Groeneveld, and Cornelis Johannes van Houten, she was an extremely prolific dis|103|24189255818757|1374389599703|92|13821
2199025515370|photo2199025515370.jpg|1347531762953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515371|photo2199025515371.jpg|1347531763953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515372|photo2199025515372.jpg|1347531764953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515373|photo2199025515373.jpg|1347531765953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515374|photo2199025515374.jpg|1347531766953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515375|photo2199025515375.jpg|1347531767953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515376|photo2199025515376.jpg|1347531768953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515377|photo2199025515377.jpg|1347531769953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515378|photo2199025515378.jpg|1347531770953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515379|photo2199025515379.jpg|1347531771953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515380|photo2199025515380.jpg|1347531772953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515381|photo2199025515381.jpg|1347531773953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515382|photo2199025515382.jpg|1347531774953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515383|photo2199025515383.jpg|1347531775953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515384|photo2199025515384.jpg|1347531776953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515385|photo2199025515385.jpg|1347531777953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199025515386|photo2199025515386.jpg|1347531778953|1.71.41.181|Firefox|||0|6597069770044|2199023290989|1|
2199027790376||1347531849829|24.56.103.207|Internet Explorer|tk|About Augustine of Hippo, s, the alleviation of sore eyes, and a number of cities and dioceses. Many|100|13194139540794|1236950652265|57|6
2199029823290||1347532016746|27.112.67.51|Chrome|tk|About Che Guevara, al role in training the militia forces who repelled the Bay of Pigs Invasion and bringing the Soviet |120|6944|99377|51|9
2199027723018|photo2199027723018.jpg|1347532034425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199027723019|photo2199027723019.jpg|1347532035425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199027723020|photo2199027723020.jpg|1347532036425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199027723021|photo2199027723021.jpg|1347532037425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199027723022|photo2199027723022.jpg|1347532038425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199027723023|photo2199027723023.jpg|1347532039425|27.54.151.221|Internet Explorer|||0|21990232563637|2199023324989|0|
2199026390849|photo2199026390849.jpg|1347532086262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390850|photo2199026390850.jpg|1347532087262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390851|photo2199026390851.jpg|1347532088262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390852|photo2199026390852.jpg|1347532089262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390853|photo2199026390853.jpg|1347532090262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390854|photo2199026390854.jpg|1347532091262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199026390855|photo2199026390855.jpg|1347532092262|89.109.117.129|Internet Explorer|||0|19791209304170|2199023317152|93|
2199027688965||1347532241397|1.2.44.40|Chrome|tk|About Jane Austen, through her own reading. The steadfast support of her family was critical to her |100|15393162795012|1649267510378|1|2054
2199024461266|photo2199024461266.jpg|1347532333277|41.78.118.7|Chrome|||0|6597069768060|2199024308638|90|
