70368908544783||1347528973312|61.6.31.23|Firefox|tk|About Maximilian I, Holy Roman Emperor, ished the Habsburg dynasty in Spain and allowed his grandson Charles to hold the throne of both León-Castile andAbout Mohandas Karamchand Gandhi, tionalism in British-ruled India. Em|222|26388279264789|52776587538130|85|147;1021
70369085960453|photo70369085960453.jpg|1347528973332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969464|photo70368960969464.jpg|1347528973514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368838749019|photo70368838749019.jpg|1347528974327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960454|photo70369085960454.jpg|1347528974332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969465|photo70368960969465.jpg|1347528974514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368838749020|photo70368838749020.jpg|1347528975327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960455|photo70369085960455.jpg|1347528975332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368947980391||1347528975334|189.202.90.55|Firefox|uz|About Dante Alighieri, omposed in the Italian language and a masterpiece of world literature. In Italy |103|413222|2149766|53|1178
70368960969466|photo70368960969466.jpg|1347528975514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368953517650||1347528975647|49.143.255.199|Internet Explorer|ar|About Augustine of Hippo, ar. When the Western About Louis XVI of France,  His disastrous flighAbout Pop|104|2199023540132|4398053908613|0|6;570;1177;1190;11557
70368838749021|photo70368838749021.jpg|1347528976327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960456|photo70369085960456.jpg|1347528976332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969467|photo70368960969467.jpg|1347528976514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368838749022|photo70368838749022.jpg|1347528977327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960457|photo70369085960457.jpg|1347528977332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969468|photo70368960969468.jpg|1347528977514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368838749023|photo70368838749023.jpg|1347528978327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960458|photo70369085960458.jpg|1347528978332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969469|photo70368960969469.jpg|1347528978514|46.249.245.46|Internet Explorer|||0|2199023324196|70368758914768|32|
70368892548912||1347528978755|203.215.62.44|Firefox|tk|About Haile Selassie I, mic tradition as the Queen of Sheba. Haile Selassie is a defining figure in both Ethiopian and Afri|123|17592186386096|35184385755399|65|561
70368838749024|photo70368838749024.jpg|1347528979327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960459|photo70369085960459.jpg|1347528979332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368960969470|photo70368960969470.jpg|1347528979514|83.166.213.190|Internet Explorer|||0|2199023324196|70368758914768|95|
70368860671595||1347528979683|27.126.152.171|Firefox|uz|About Charles V, Holy Roman Emperor, ough always at war, Charles was essentially a lover of peace, an|101|13194139910480|26388328365468|55|205
70368838749025|photo70368838749025.jpg|1347528980327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369085960460|photo70369085960460.jpg|1347528980332|14.135.1.201|Firefox|||0|24189255942716|70368749511659|1|
70368838749026|photo70368838749026.jpg|1347528981327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70369124028733|photo70369124028733.jpg|1347528981675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368838749027|photo70368838749027.jpg|1347528982327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70368881416952|photo70368881416952.jpg|1347528982509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028734|photo70369124028734.jpg|1347528982675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368838749028|photo70368838749028.jpg|1347528983327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70368881416953|photo70368881416953.jpg|1347528983509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028735|photo70369124028735.jpg|1347528983675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368838749029|photo70368838749029.jpg|1347528984327|24.40.159.234|Internet Explorer|||0|8796093065122|70368771457731|57|
70368881416954|photo70368881416954.jpg|1347528984509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028736|photo70369124028736.jpg|1347528984675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368881416955|photo70368881416955.jpg|1347528985509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028737|photo70369124028737.jpg|1347528985675|190.122.119.173|Firefox|||0|24189256062722|70368788298473|11|
70368828932879|photo70368828932879.jpg|1347528986174|41.201.50.193|Firefox|||0|13194139553147|70368760981647|60|
70368881416956|photo70368881416956.jpg|1347528986509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028738|photo70369124028738.jpg|1347528986675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368881416957|photo70368881416957.jpg|1347528987509|27.121.78.173|Firefox|||0|26388279402843|70368746317701|1|
70369124028739|photo70369124028739.jpg|1347528987675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70369124028740|photo70369124028740.jpg|1347528988675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70369124028741|photo70369124028741.jpg|1347528989675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70368844486563||1347528989726|190.70.91.210|Chrome|tk|About Charles VI, Holy Roman Emperor, rs over those of hiAbout Richard II of England, rried t|93|8796093519050|17592218572822|70|149;591;3032;7330;9317
70369124028742|photo70369124028742.jpg|1347528990675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70369033248751||1347528990981|85.14.46.122|Firefox|uz|About Augustine of Hippo, the Church, and the patron of the Augustinian religAbout Samuel Johnson, io|101|10995116308111|21990252550650|7|6;2038
70369124028743|photo70369124028743.jpg|1347528991675|196.3.74.71|Firefox|||0|24189256062722|70368788298473|11|
70369055020164||1347528996078|91.213.89.16|Firefox|tk|About Abbas I of Persia,  the government and the military and reformed the army, enabling him to fight the Ottomans and U|121|13194139993107|26388321076780|43|3
70368851520811||1347528998114|14.102.154.79|Firefox|tk|About Joseph Haydn,  Father of the String Quartet because of his important contAbout Jogaila, 6 in Kraków he was bap|116|15393163099340|30786365444108|51|142;1411
70369112768112||1347529000326|14.192.78.227|Internet Explorer|uz|About Augustine of Hippo, otinus. After his conversion to Christianity and baptism in A|87|17592186157507|35184404676830|1|6
70368812279158||1347529006555|190.187.246.81|Chrome|tk|About Augustine of Hippo, is memorial is celebrated 28 August, the dayAbout Key to the |87|15393162921243|30786325607752|91|6;5607
70369092043414||1347529006863|14.192.78.28|Firefox|tk|About Augustine of Hippo, cient Faith. In his earlAbout Oliver Cromwell, ssential part of his lifAbout Isaac Newton, a|118|21990233053289|43980476736638|1|6;1996;2001;2095;2957
70369117775800|photo70369117775800.jpg|1347529008501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369101597058||1347529009154|46.231.248.37|Chrome|tk|About Jean-Baptiste Lamarck,  its modern sense. Lamarck continued his work as a premier authority |98|21990232912561|43980486169800|89|596
70369117775801|photo70369117775801.jpg|1347529009501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70368846317661||1347529010179|110.5.69.128|Firefox|uz|About Karl Marx, logne, and began to work out his theory of dialectical materialism. Moving to Paris in 1843, he began writAbout Phil Collins, of only three recording artists who have sold over 100 million album|211|13194139783869|26388313691954|55|778;2010
70369117775802|photo70369117775802.jpg|1347529010501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775803|photo70369117775803.jpg|1347529011501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775804|photo70369117775804.jpg|1347529012501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775805|photo70369117775805.jpg|1347529013501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775806|photo70369117775806.jpg|1347529014501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775807|photo70369117775807.jpg|1347529015501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775808|photo70369117775808.jpg|1347529016501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775809|photo70369117775809.jpg|1347529017501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70368974851630||1347529017959|79.170.173.33|Firefox|tk|About Augustine of Hippo, tegrate, Augustine develoAbout William Shatner,  merely speaks the lyricsAbout Victor Hugo, nch|121|4398046524141|8796121394355|105|6;287;573;973;6663
70369117775810|photo70369117775810.jpg|1347529018501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775811|photo70369117775811.jpg|1347529019501|111.68.30.6|Firefox|||0|24189256206234|70368782007600|51|
70369117775812|photo70369117775812.jpg|1347529020501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70369117775813|photo70369117775813.jpg|1347529021501|27.38.80.249|Firefox|||0|24189256206234|70368782007600|1|
70368916258083|photo70368916258083.jpg|1347529021517|14.194.127.185|Firefox|||0|24189256221580|70368781957807|0|
70368916258084|photo70368916258084.jpg|1347529022517|14.194.127.185|Firefox|||0|24189256221580|70368781957807|0|
70368916258085|photo70368916258085.jpg|1347529023517|14.194.127.185|Firefox|||0|24189256221580|70368781957807|0|
70368916258086|photo70368916258086.jpg|1347529024517|14.194.127.185|Firefox|||0|24189256221580|70368781957807|0|
